Appendix S1. MammalDIET 2 dataset: dietary information for additional 1261 species not covered by Kissling et al. (2014).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binomial,Order,Family,Genus,Species,Animal,Vertebrate,Mammal,Bird,Herptile,Fish,Invertebrate,Plant,Seed,Fruit,Nectar,Root,Leaf,Woody,Herbaceous,Other,TrophicLevel,MammalEater,Insectivore,Frugivore,Granivore,Folivore,Bibliography,,,,,,,,,,,,,,,,,,,,,,,,,
Exilisciurus concinnus,RODENTIA,SCIURIDAE,Exilisciurus,concinnus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus duchaillui,RODENTIA,SCIURIDAE,Funisciurus,duchaillui,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Funisciurus substriatus,RODENTIA,SCIURIDAE,Funisciurus,substriatus,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Omnivore,0,0,1,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Galea spixii,RODENTIA,CAVIIDAE,Galea,spixii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Glyphotes simus,RODENTIA,SCIURIDAE,Glyphotes,simus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Herbivore,0,0,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus angolensis,RODENTIA,GLIRIDAE,Graphiurus,angolensis,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus christyi,RODENTIA,GLIRIDAE,Graphiurus,christyi,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus kelleni,RODENTIA,GLIRIDAE,Graphiurus,kelleni,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus lorraineus,RODENTIA,GLIRIDAE,Graphiurus,lorraineus,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus microtis,RODENTIA,GLIRIDAE,Graphiurus,microtis,1,2,0,2,0,0,1,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus nagtglasii,RODENTIA,GLIRIDAE,Graphiurus,nagtglasii,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus ocularis,RODENTIA,GLIRIDAE,Graphiurus,ocularis,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus platyops,RODENTIA,GLIRIDAE,Graphiurus,platyops,1,2,2,2,0,0,1,1,1,1,0,0,0,0,0,1,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus surdus,RODENTIA,GLIRIDAE,Graphiurus,surdus,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Heteromys australis,RODENTIA,HETEROMYIDAE,Heteromys,australis,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Hylopetes platyurus,RODENTIA,SCIURIDAE,Hylopetes,platyurus,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Idiurus macrotis,RODENTIA,ANOMALURIDAE,Idiurus,macrotis,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Herbivore,0,0,1,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lagidium wolffsohni,RODENTIA,CHINCHILLIDAE,Lagidium,wolffsohni,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lagostomus maximus,RODENTIA,CHINCHILLIDAE,Lagostomus,maximus,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus brachyurus,LAGOMORPHA,LEPORIDAE,Lepus,brachyurus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus granatensis,LAGOMORPHA,LEPORIDAE,Lepus,granatensis,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,Herbivore,0,0,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus mandshuricus,LAGOMORPHA,LEPORIDAE,Lepus,mandshuricus,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,Herbivore,0,0,1,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus nigricollis,LAGOMORPHA,LEPORIDAE,Lepus,nigricollis,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,Herbivore,0,0,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus saxatilis,LAGOMORPHA,LEPORIDAE,Lepus,saxatilis,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus starcki,LAGOMORPHA,LEPORIDAE,Lepus,starcki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lepus tolai,LAGOMORPHA,LEPORIDAE,Lepus,tolai,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Lonchothrix emiliae,RODENTIA,ECHIMYIDAE,Lonchothrix,emiliae,3,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,Omnivore,0,0,1,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Makalata macrura,RODENTIA,ECHIMYIDAE,Makalata,macrura,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys angelcabrerai,RODENTIA,CAPROMYIDAE,Mesocapromys,angelcabrerai,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Mesocapromys auritus,RODENTIA,CAPROMYIDAE,Mesocapromys,auritus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Microcavia niata,RODENTIA,CAVIIDAE,Microcavia,niata,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Myosciurus pumilio,RODENTIA,SCIURIDAE,Myosciurus,pumilio,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona argentata,LAGOMORPHA,OCHOTONIDAE,Ochotona,argentata,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona forresti,LAGOMORPHA,OCHOTONIDAE,Ochotona,forresti,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona hoffmanni,LAGOMORPHA,OCHOTONIDAE,Ochotona,hoffmanni,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona hyperborea,LAGOMORPHA,OCHOTONIDAE,Ochotona,hyperborea,0,0,0,0,0,0,0,1,2,0,0,0,2,2,1,2,Herbivore,0,0,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona iliensis,LAGOMORPHA,OCHOTONIDAE,Ochotona,iliensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona ladacensis,LAGOMORPHA,OCHOTONIDAE,Ochotona,ladacensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona nubrica,LAGOMORPHA,OCHOTONIDAE,Ochotona,nubrica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona pallasi,LAGOMORPHA,OCHOTONIDAE,Ochotona,pallasi,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona pusilla,LAGOMORPHA,OCHOTONIDAE,Ochotona,pusilla,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona roylei,LAGOMORPHA,OCHOTONIDAE,Ochotona,roylei,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Octodon pacificus,RODENTIA,OCTODONTIDAE,Octodon,pacificus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Herbivore,0,0,0,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Olallamys edax,RODENTIA,ECHIMYIDAE,Olallamys,edax,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys cavator,RODENTIA,GEOMYIDAE,Orthogeomys,cavator,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys dariensis,RODENTIA,GEOMYIDAE,Orthogeomys,dariensis,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys grandis,RODENTIA,GEOMYIDAE,Orthogeomys,grandis,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys heterodus,RODENTIA,GEOMYIDAE,Orthogeomys,heterodus,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,GEOMYIDAE,Orthogeomys,hispidus,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys lanius,RODENTIA,GEOMYIDAE,Orthogeomys,lanius,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Orthogeomys underwoodi,RODENTIA,GEOMYIDAE,Orthogeomys,underwoodi,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,GEOMYIDAE,Pappogeomys,bulleri,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Pattonomys occasius,RODENTIA,ECHIMYIDAE,Pattonomys,occasius,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Pedetes surdaster,RODENTIA,PEDETIDAE,Pedetes,surdaster,3,3,3,0,0,0,3,1,2,0,0,1,1,0,2,2,Omnivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Petaurista elegans,RODENTIA,SCIURIDAE,Petaurista,elegans,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Petinomys setosus,RODENTIA,SCIURIDAE,Petinomys,setosus,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Petinomys vordermanni,RODENTIA,SCIURIDAE,Petinomys,vordermanni,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Herbivore,0,0,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys brasiliensis,RODENTIA,ECHIMYIDAE,Phyllomys,brasiliensis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys kerri,RODENTIA,ECHIMYIDAE,Phyllomys,kerri,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys lamarum,RODENTIA,ECHIMYIDAE,Phyllomys,lamarum,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys lundi,RODENTIA,ECHIMYIDAE,Phyllomys,lundi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys mantiqueirensis,RODENTIA,ECHIMYIDAE,Phyllomys,mantiqueirensis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys medius,RODENTIA,ECHIMYIDAE,Phyllomys,medius,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys nigrispinus,RODENTIA,ECHIMYIDAE,Phyllomys,nigrispinus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys pattoni,RODENTIA,ECHIMYIDAE,Phyllomys,pattoni,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,Omnivore,0,1,1,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Phyllomys unicolor,RODENTIA,ECHIMYIDAE,Phyllomys,unicolor,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys brevicauda,RODENTIA,ECHIMYIDAE,Proechimys,brevicauda,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys cuvieri,RODENTIA,ECHIMYIDAE,Proechimys,cuvieri,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys decumanus,RODENTIA,ECHIMYIDAE,Proechimys,decumanus,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys echinothrix,RODENTIA,ECHIMYIDAE,Proechimys,echinothrix,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys gardneri,RODENTIA,ECHIMYIDAE,Proechimys,gardneri,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys goeldii,RODENTIA,ECHIMYIDAE,Proechimys,goeldii,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys longicaudatus,RODENTIA,ECHIMYIDAE,Proechimys,longicaudatus,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Proechimys steerei,RODENTIA,ECHIMYIDAE,Proechimys,steerei,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Pteromyscus pulverulentus,RODENTIA,SCIURIDAE,Pteromyscus,pulverulentus,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Omnivore,0,1,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Santamartamys rufodorsalis,RODENTIA,ECHIMYIDAE,Santamartamys,rufodorsalis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus pucheranii,RODENTIA,SCIURIDAE,Sciurus,pucheranii,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Sciurus richmondi,RODENTIA,SCIURIDAE,Sciurus,richmondi,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Herbivore,0,0,1,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus armatus,RODENTIA,SCIURIDAE,Spermophilus,armatus,3,3,0,0,0,0,2,1,2,0,0,2,2,0,1,0,Omnivore,0,0,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Spermophilus madrensis,RODENTIA,SCIURIDAE,Spermophilus,madrensis,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Herbivore,0,0,0,1,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
